RA[deg] Ê Ê Ê,Dec[deg] Ê
73.024,2.603
187.813,-60.19
298.407,-78.969
290.764,28.372
59.546,67.625
76.105,-28.823
123.75,-29.707
46.533,34.364
142.103,27.102
36.913,44.264
35.39,-60.669
59.77,0.457
219.148,-15.876
95.19,59.132
58.435,-14.862
182.199,-56.086
39.567,-19.669
3.006,-30.629
234.247,-52.667
137.377,-61.906
285.104,-28.407
70.665,2.733
87.121,4.227
63.084,-44.036
161.234,77.418
88.886,-59.039
83.485,-41.518
28.425,-26.861
147.289,19.245
83.287,24.853
43.306,-5.432
66.018,22.242
192.279,62.316
142.394,-52.782
348.18,-32.57
320.147,-1.541
209.402,-11.436
118.671,-31.985
345.4,34.678
74.647,-49.739
305.386,23.47
266.589,-38.36
146.602,-26.583
165.943,-33.138
39.389,-42.727
8.012,0.412
263.822,-26.995
11.514,-11.279
25.234,-64.756
7.527,25.743
149.763,3.834
89.11,-12.288
327.699,-46.06
221.696,58.612
165.336,26.37
302.28,21.346
309.519,-19.884
111.693,-26.746
6.096,-55.309
283.648,-1.02
169.111,8.396
239.476,-59.588
25.833,6.041
204.437,22.498
212.845,21.306
98.348,45.22
266.991,-24.168
0.654,-51.654
63.864,-41.916
60.668,-54.185
295.518,-16.845
61.882,18.631
242.498,-39.494
49.476,2.041
295.539,-47.198
117.479,8.447
354.423,-32.732
218.975,-32.824
197.244,13.53
175.588,-21.417
232.045,19.572
330.315,45.945
299.552,-24.552
69.826,-15.144
116.316,-40.589
316.198,-60.573
256.004,21.952
140.908,20.215
355.408,-58.22
124.561,-7.355
78.331,-38.533
56.092,-74.384
307.043,9.141
184.294,6.313
359.668,58.57
109.466,-44.955
203.679,-4.001
343.835,-82.048
25.54,14.895
265.065,-45.771
282.164,-61.674
65.704,-26.749
226.601,-15.106
248.769,-14.59
299.483,66.555
93.498,-27.789
257.706,-8.843
157.961,-74.316
211.509,16.472
120.618,-77.013
9.905,-11.587
26.89,-31.853
173.909,-61.132
142.314,14.669
38.388,22.042
86.364,-32.103
271.414,-28.698
112.052,-59.407
15.19,35.711
268.865,22.922
145.662,7.782
114.929,-76.526
209.122,-3.391
194.521,-83.453
85.011,-41.161
286.712,-52.339
210.33,32.582
113.852,51.554
241.654,-51.904
205.755,7.351
123.488,48.472
53.103,-10.62
105.889,-26.093
304.478,-2.836
204.299,-18.162
293.32,66.056
217.928,52.762
23.981,-50.311
28.566,-7.551
227.654,54.894
35.96,-9.096
241.486,20.507
263.791,-63.9
327.548,-43.948
38.657,-36.959
168.343,-63.902
20.387,19.106
113.659,-33.802
176.118,25.128
311.327,35.775
103.168,40.612
176.881,17.331
146.866,17.319
302.725,53.827
80.89,-25.146
209.554,21.917
142.36,-37.927
280.035,-38.242
14.165,6.483
4.42,7.849
290.685,-22.95
127.468,-23.927
125.557,-15.926
264.254,7.307
327.393,4.128
71.634,31.777
32.446,-4.385
194.798,-20.745
234.157,41.067
257.203,-8.305
239.576,12.64
261.849,-12.721
146.461,-34.864
218.35,61.757
22.2,-63.195
298.698,-77.727
72.915,51.862
52.428,5.93
166.462,28.312
262.409,-30.676
284.606,-45.593
268.553,-38.756
183.685,4.764
115.895,58.789
20.793,-25.582
342.716,-64.287
98.855,0.966
140.423,69.587
323.193,12.012
22.412,-33.63
133.411,67.761
343.474,19.273
100.927,33.892
199.147,50.73
257.349,-35.744
280.714,-52.073
40.141,16.603
195.906,-50.906
359.026,-18.921
282.149,73.734
225.906,-53.539
154.076,7.978
337.377,3.1
39.198,-18.772
309.711,-10.321
139.811,37.604
34.664,11.105
221.787,-31.329
171.176,-8.09
248.746,17.873
22.768,17.552
226.378,-22.005
64.723,7.861
56.938,51.105
67.412,-29.25
350.074,-41.015
192.458,20.71
190.31,5.895
30.644,-8.46
221.66,-42.046
108.352,-0.003
312.717,-77.415
228.44,1.27
245.928,44.144
353.23,-31.642
216.895,12.342
227.578,-24.126
220.753,-53.882
173.77,-80.828
38.618,2.736
160.591,55.359
255.27,32.625
210.403,-23.446
67.839,-58.385
233.442,-30.905
180.576,-6.189
86.437,-19.953
82.903,-69.657
62.801,9.168
146.434,28.458
50.918,-36.264
63.344,-39.329
200.942,5.3
340.263,46.151
352.404,-39.094
161.286,-2.203
342.399,-66.843
166.643,-59.194
65.376,-10.538
231.207,-14.621
40.076,11.676
103.95,-72.604
68.917,-59.925
73.549,25.016
260.795,6.436
207.103,-1.277
317.139,-1.348
128.728,13.438
158.291,-62.57
47.026,24.663
198.555,4.345
355.592,-12.164
58.807,-2.837
154.721,-43.257
183.556,48.392
173.507,-57.48
356.95,-62.299
249.592,22.277
274.376,2.049
94.491,-20.196
160.039,40.083
204.827,-20.289
24.233,15.159
264.703,-0.786
137.198,31.665
355.913,-52.588
285.129,67.305
216.324,17.864
261.12,12.428
177.669,-31.348
170.93,-67.816
288.51,-19.595
28.254,-16.874
34.563,-39.941
279.641,45.962
81.92,4.76
83.9,-3.228
129.808,-52.339
100.278,-11.607
76.32,-23.456
99.522,-9.085
130.729,-77.518
22.916,5.899
125.805,11.593
331.428,-31.631
219.921,-3.815
181.623,-13.23
14.986,72.813
135.694,-8.188
210.265,12.201
39.17,-41.223
133.389,-58.579
343.603,18.265
283.547,-32.191
91.332,-8.152
305.336,21.483
310.941,51.518
214.647,-46.904
17.497,-71.788
146.215,38.692
193.985,-21.659
153.644,-19.858
106.75,10.846
90.527,0.331
204.552,65.962
57.207,-24.215
349.864,-27.282
41.822,-1.099
150.033,10.156
83.264,-27.981
146.948,-27.89
31.485,55.02
25.905,56.671
216.087,-21.474
80.041,-32.364
296.012,51.366
344.4,9.538
280.827,-22.107
217.528,-1.045
89.695,-73.279
36.648,-32.848
86.831,45.422
264.543,-32.021
169.913,-22.666
232.903,0.418
233.105,52.068
15.266,-47.315
318.602,-27.91
76.929,37.201
268.788,-57.016
226.917,-28.083
152.741,-23.824
228.197,-43.718
283.448,-63.332
3.333,-9.392
295.549,51.83
67,9.205
290.008,56.854
347.322,-21.295
359.66,7.311
358.89,54.785
220.404,-27.051
148.794,-81.001
201.067,18.352
204.998,-40.253
223.676,-7.818
74.521,-6.015
19.993,-68.416
318.543,31.521
196.321,-6.282
77.41,-37.496
250.436,34.054
359.945,29.049
241.915,-42.747
278.452,-41.942
219.517,32.036
295.053,-51.623
12.512,-34.696
66.295,-10.822
64.836,-12.055
307.606,-57.535
109.968,-24.756
74.524,-16.508
216.47,-72.48
134.481,5.19
299.987,-12.871
241.854,0.52
217.545,27.284
61.219,-15.798
118.107,-31.281
225.114,-80.241
13.116,5.102
67.821,-0.098
34.194,19.751
127.912,67.923
23.436,-64.21
48.019,-34.408
308.061,-65.492
276.025,-50.804
54.246,-36.86
187.449,-77.201
334.19,-34.915
120.985,-30.071
312.181,-50.145
91.533,46.198
124.769,33.292
309.554,-2.319
199.517,46.809
202.307,16.333
136.071,-59.382
285.402,-7.763
278.316,-17.142
221.289,-2.782
43.447,-22.728
310.386,9.734
128.745,10.294
65.564,-65.091
185.357,-76.912
178.49,57.785
205.858,10.717
190.659,-33.467
256.836,14.704
224.404,63.246
212.573,25.961
118.664,78.329
178.368,-15.3
134.136,-34.434
224.205,-4.096
122.323,0.442
325.97,-59.265
149.404,7.311
47.974,-21.308
9.632,44.871
281.442,79.889
40.934,-42.698
172.521,79.485
14.601,-58.474
159.025,-20.205
35.096,-48.464
324.166,-73.307
354.325,0.998
31.372,-43.243
150.34,-47.549
3.98,-0.948
249.626,-32.157
341.605,-31.7
106.946,-2.969
227.105,-23.845
160.44,-10.674
135.732,0.274
126.666,-25.598
207.746,31.401
318.136,14.983
228.698,-1.813
142.032,23.282
264.922,-60.411
352.638,8.467
210.497,6.754
160.006,1.658
49.619,-1.475
137.421,-47.781
99.461,-10.4
315.428,-31.529
68.328,-36.194
277.486,6.211
213.414,-47.132
66.858,29.251
226.678,4.247
71.42,43.439
2.681,-34.781
166.922,-8.924
167.062,-6.472
357.028,-11.423
51.354,4.001
249.699,1.021
269.868,30.422
60.381,40.774
49.779,22.996
238.398,27.09
148.368,54.096
110.198,75.678
34.521,4.313
293.685,19.487
348.965,10.079
3.185,-25.011
49.219,8.809
321.399,19.255
156.364,-29.198
255.851,9.917
58.553,43.738
75.055,-74.318
254.496,-1.177
224.361,-40.501
231.847,-6.069
119.999,26.427
327.14,35.831
126.643,-24.822
71.102,-41.714
119.968,48.78
8.814,68.35
340.936,1.688
35.458,-32.481
29.066,-4.603
260.243,-20.25
21.62,74.362
223.084,18.303
205.749,7.581
116.507,41.776
284.265,49.771
287.117,42.059
282.304,-11.258
19.371,-78.993
131.295,-49.095
210.178,78.507
180.162,-48.927
166.418,-14.998
217.362,4.792
359.509,53.001
74.809,-2.256
111.538,43.797
210.956,-77.173
136.09,66.144
86.278,36.224
64.447,-31.515
69.095,-3.974
257.628,-4.433
77.129,44.623
226.95,-33.148
296.867,28.665
295.702,3.101
150.443,-22.714
18.127,-49.517
349.574,-26.012
106.67,-62.866
62.522,61.444
87.558,-1.281
328.525,55.645
15.452,13.012
69.308,-40.313
280.758,-34.925
209.369,-4.186
58.403,29.599
247.578,5.057
23.427,-62.616
85.313,15.794
18.172,-23.57
28.35,-56.698
288.189,28.624
177.179,1.33
183.339,-16.735
338.995,-16.094
53.491,-20.168
22.271,10.854
174.62,-64.111
341.292,-16.772
132.629,-15.64
31.744,7.791
254.695,-61.59
342.29,-12.287
159.165,-35.786
332.894,-37.585
213.702,53.274
267.596,16.708
92.178,48.384
334.988,-45.214
306.86,8.92
315.106,-3.913
20.276,-64.089
275.098,-18.787
53.637,55.937
139.857,-83.498
265.08,-50.115
136.063,6.53
156.379,6.483
5.085,-4.494
84.436,-29.307
259.465,3.703
291.77,7.882
55.719,-37.497
224.029,-13.447
219.896,31.74
183.437,-11.569
55.316,-40.277
334.49,45.024
264.631,33.842
359.916,30.175
301.08,-44.362
28.845,-0.03
123.321,50.526
4.166,-0.861
200.864,0.371
136.505,-30.242
147.72,2.49
123.531,26.832
171.499,0.524
344.002,-56.824
34.06,4.602
70.427,41.144
121.9,-1.813
240.922,-60.143
114.435,-4.907
64.88,47.673
110.846,4.087
84.637,-3.85
247.248,-3.061
344.026,-23.348
34.515,-1.233
201.727,14.378
15.057,-63.76
355.919,8.885
245.808,2.701
119.209,-14.845
257.972,47.878
151.708,-20.085
20.101,-1.391
58.153,-72.936
5.233,-15.035
109.341,-30.91
119.377,-64.902
163.69,-17.238
54.929,-20.564
314.436,-10.816
2.214,-33.013
216.47,-64.859
144.187,-28.991
143.534,66.914
113.549,-61.889
62.916,6.938
230.97,-25.55
219.962,-77.015
239.563,55.697
195.639,32.847
95.827,5.437
156.341,-39.977
44.377,-57.52
305.289,28.982
96.566,31.481
169.094,-14.864
150.139,-14.951
197.516,-3.643
81.394,-69.978
231.952,49.183
16.601,-28.756
192.193,8.925
350.613,48.078
125.022,1.261
2.838,41.38
339.434,6.82
108.772,38.315
181.219,-0.07
343.377,-31.486
215.44,4.095
329.94,47.421
218.417,19.633
209.166,0.713
33.216,35.7
242.49,-56.429
12.439,-77.997
59.887,-34.577
339.05,-15.916
107.546,-24.828
120.698,10.941
159.534,-43.809
34.594,21.173
81.34,-38.671
13.445,-42.124
95.711,44.096
323.191,12.334
177.834,-16.459
136.87,-12.714
268.864,-3.427
241.877,59.51
97.165,31.124
104.665,1.452
65.434,-22.131
189.205,-85.108
312.161,-35.32
350.929,-38.045
301.574,-29.965
202.027,-46.497
302.511,20.501
152.059,-26.446
215.973,82.523
117.61,17.243
285.786,-45.292
204.244,24.573
182.227,-19.509
81.547,-37.612
265.076,-51.434
76.794,-70.225
77.059,-57.896
337.935,-69.929
315.173,-39.136
76.888,-41.486
138.725,37.405
206.851,-63.481
105.413,-58.403
81.802,-30.296
330.54,-73.94
117.046,-53.899
282.52,-11.932
151.475,0.756
9.809,-49.824
35.87,46.878
114.174,-6.409
245.015,76.258
191.639,33.321
262.72,-20.6
52.618,-14.184
313.589,-26.727
331.992,-14.86
359.552,-1.654
207.33,-53.882
137.766,-12.643
117.722,63.352
286.208,-26.003
251.132,22.756
150.749,66.791
117.348,-20.948
283.473,-14.15
113.383,-37.893
257.34,-1.652
286.992,6.685
220.241,23.68
2.477,18.826
7.335,-33.092
291.701,2.875
352.009,6.686
84.314,38.474
290.779,0.74
90.637,-68.475
337.191,3.636
120.1,16.835
154.319,-28.48
247.827,66.462
213.032,-17.974
312.599,-0.877
68.146,-44.849
137.113,-1.44
324.199,-55.104
80.163,-41.971
349.544,62.429
266.044,-65.584
29.623,63.597
41.597,-41.873
200.209,36.857
175.815,0.094
276.716,28.207
2.135,21.245
111.606,-64.988
164.994,-38.355
333.626,-66.908
4.287,-40.046
229.321,-17.924
69.804,-49.82
240.902,25.699
187.295,-39.003
273.942,1.586
176.025,-52.576
64.139,7.239
243.071,-37.028
194.76,39.409
191.707,44.272
141.066,-4.164
83.847,68.022
109.527,-45.593
60.428,-25.663
59.392,-35.863
241.195,31.377
192.927,16.823
129.456,0.642
250.545,-31.959
30.752,-28.917
93.977,-38.026
299.486,41.358
184.069,46.787
256.502,11.498
346.987,-80.175
62.432,-1.788
6.164,-26.182
8.171,62.143
233.948,-7.411
36.061,7.579
143.401,29.28
0.163,-13.258
89.905,-32.466
43.86,-47.655
281.917,28.323
58.662,17.019
347.651,-0.4
231.689,-41.33
232.474,-9.054
276.516,48.159
12.624,-24.477
190.246,5.68
200.773,-33.916
304.992,-49.623
48.054,21.285
147.581,-16.492
312.905,-53.757
195.824,-10.945
285.356,-20.349
114.808,-25.298
8.978,17.167
92.999,51.748
191.408,-45.553
317.461,42.177
98.235,-16.258
315.315,61.871
266.166,15.628
119.294,-46.982
308.001,-52.525
308.091,-5.853
262.084,-47.58
324.764,3.678
357.573,12.689
15.523,-45.568
175.66,42.74
355.315,-63.157
215.79,18.116
75.715,5.147
353.78,57.822
186.36,-4.752
41.244,8.328
20.502,15.182
196.488,-23.108
18.297,-44.748
326.454,44.359
256.128,-74.331
344.736,60.022
175.251,-62.15
304.913,55.036
279.125,-43.879
144.183,6.16
126.708,27.03
276.761,-5.184
101.141,0.795
218.385,6.52
354.237,-43.8
70.75,-18.41
217.525,-21.398
317.576,-22.122
324.437,-44.146
1.851,-2.964
308.217,-78.596
51.969,34.938
341.723,-21.165
131.775,30.058
230.068,-2.35
164.783,5.617
49.93,-4.627
74.363,4.157
40.716,-25.099
61.58,-24.267
167.926,80.014
244.603,-4.19
50.061,65.989
298.081,-14.294
92.905,44.114
124.908,-51.377
356.855,-49.107
203.312,-30.553
335.451,-70.086
98.821,33.026
311.666,12.449
253.801,-36.828
127.979,-64.617
178.035,3.076
110.408,45.74
109.577,-31.44
26.735,-26.067
320.55,-24.14
63.185,-36.822
91.744,-15.256
289.333,13.555
106.002,-4.994
16.449,-0.518
33.123,66.895
353.465,60.839
39.125,-8.554
220.837,-34.084
266.731,-2.001
192.653,21.131
188.591,10.901
200.665,19.673
10.457,22.701
20.457,47.923
250.861,17.357
48.872,21.844
353.319,-57.609
4.896,-57.922
272.932,-47.526
335.514,-17.769
112.169,-89.214
219.45,48.515
296.671,2.444
290.627,20.351
204.067,42.244
247.424,37.982
89.542,-45.262
277.824,-4.615
45.744,12.451
253.853,13.653
146.445,37.424
51.624,5.748
353.953,-62.726
149.285,-35.603
279.956,18.218
68.859,-22.132
158.997,9.355
281.501,-12.778
80.221,8.914
111.343,-3.201
332.322,23.078
166.467,-6.964
71.511,40.471
338.704,29.688
255.742,38.945
80.514,39.513
250.514,33.938
300.529,-61.473
229.791,58.458
273.559,-38.159
257.413,-54.998
71.826,54.67
303.718,-17.547
80.569,-40.373
48.132,29.442
276.181,-21.945
0.306,-17.483
144.537,-55.827
4.174,-41.577
358.092,-10.68
105.587,24.259
45.83,-26.6
290.037,-18.905
296.762,-63.696
24.692,-25.243
244.447,8.63
168.125,29.727
67.034,33.952
69.098,38.413
325.138,54.241
244.266,6.582
156.252,-9.203
311.705,22.575
320.659,-4.252
262.728,6.229
167.062,26.252
41.958,31.67
57.755,54.747
44.74,3.968
265.061,-71.761
20.714,-32.642
21.713,-22.144
201.894,-63.868
349.319,-21.632
61.284,-30.323
160.813,-48.76
334.564,-0.633
62.807,-35.789
284.443,13.388
335.786,59.331
189.848,-38.478
268.484,-41.72
32.623,2.864
156.43,35.792
222.477,-3.525
25.662,66.755
242.825,-28.582
260.729,-22.54
106.577,4.557
86.709,-68.603
49.421,57.046
236.813,40.039
241.365,45.537
61.051,-13.364
349.773,-24.346
295.026,-52.634
131.996,-14.601
89.671,49.059
245.341,-34.083
212.586,-10.219
192.859,-1.347
314.874,50.789
103.062,4.529
235.907,-51.575
190.833,48.575
164.695,-23.716
210.064,17.666
111.637,-4.824
322.522,-28.218
7.426,11.599
146.936,-29.431
74.003,-25.433
118.334,-38.338
227.192,2.51
33.943,69.928
205.884,47.909
357.019,-11.843
233.071,-55.894
295.503,-60.305
11.965,26.656
256.158,-70.894
66.037,-9.399
115.613,-17.495
189.034,26.429
227.038,-1.364
114.25,12.08
105.146,58.851
226.021,26.276
100.66,-69.349
292.593,-32.863
12.813,5.735
60.305,-14.019
240.568,-43.089
152.861,-46.173
310.741,-52.849
227.986,-31.766
142.646,-16.565
243.206,12.798
356.111,-32.089
299.986,-1.599
41.199,-39.288
229.341,76.38
23.834,-39.892
162.457,-5.282
336.162,-39.209
285.674,-41.9
127.577,-18.873
338.164,-79.959
240.239,6.6
76.598,-55.114
66.84,7.237
179.755,27.073
48.652,-52.97
92.504,-53.767
36.686,-18.668
239.524,-6.15
29.598,-14.603
312.543,-44.087
10.688,-12.77
144.778,66.288
110.599,6.661
70.767,-5.89
68.518,24.972
224.547,-42.443
119.291,-49.988
257.396,-47.68
288.533,-27.665
66.635,-6.811
141.477,-16.005
63.087,-16.546
274.054,-32.441
132.452,52.57
314.321,16.504
100.325,-22.48
310.511,-13.435
348.314,0.234
230.227,-23.881
335.298,44.451
144.932,6.731
176.965,-0.011
321.941,-24.443
141.616,18.238
344.973,28.679
136.771,-22.463
249.19,-15.639
163.15,-10.518
309.122,-24.669
67.969,-47.281
216.913,-1.575
132.891,-16.853
208.194,18.318
182.516,-39.836
298.988,-4.575
13.391,-39.832
177.274,-45.339
318.694,-54.937
26.803,61.031
265.029,-1.673
197.223,-37.424
344.304,-1.5
146.385,-2.543
249.741,1.393
152.154,-46.327
263.296,30.14
36.889,-15.79
133.943,7.932
351.452,0.587
356.227,29.487
276.435,6.907
244.987,-29.858
97.189,-69.901
298.235,-75.189
188.845,-35.904
59.095,77.012
205.616,-7.657
260.769,-50.238
174.038,-71.661
206.403,11.56
75.671,53.035
180.444,0.426
314.456,-25.405
85.221,-28.798
357.028,-12.732
346.421,43.837
119.633,-13.334
280.963,-33.675
350.779,-29.739
347.941,-40.005
286.336,13.25
267.715,-62.265
233.092,51.008
60.159,-25.392
78.267,-9.716
154.982,-24.316
217.875,19.902
31.145,6.914
220.849,58.614
251.88,-27.553
267.19,-54.595
86.961,3.927
177.679,39.531
84.096,38.429
331.203,62.496
171.69,-13.388
46.643,-18.123
273.186,-44.419
10.608,-50.657
69.294,-65.699
128.931,-57.064
170.066,40.517
57.833,-43.081
276.345,3.64
287.747,-3.108
52.264,28.516
135.841,65.346
144.208,-14.469
93.562,-60.736
302.334,-3.534
166.493,-34.925
7.705,-11.541
312.713,-46.486
44.558,-43.615
202.312,-11.373
317.033,18.878
138.884,-50.107
55.308,-59.422
341.519,-10.978
309.369,69.432
152.652,-44.338
263.647,59.827
290.626,9.191
289.983,-26.535
223.411,7.642
192.773,73.679
323.569,57.375
25.207,-16.631
163.746,-58.642
18.408,41.498
140.608,2.149
331.901,12.644
255.317,51.368
15.733,0.607
32.222,-20.481
213.829,-26.774
347.191,-26.34
212.866,-5.66
338.698,-28.322
94.213,-72.588
124.429,66.945
327.907,-40.009
123.076,-29.875
139.482,-53.985
243.982,-48.302
127.575,-8.02
309.36,-5.777
140.966,-21.861
23.646,7.693
31.14,18.368
232.358,43.714
211.556,14.999
66.068,18.543
282.116,25.462
109.903,-71.753
230.185,-45.548
101.383,24.503
73.732,6.759
113.111,-18.567
164.08,13.05
260.301,33.689
127.131,-30.337
88.927,28.811
37.619,-53.76
262.62,32.908
276.83,-52.796
323.246,-61.846
337.885,-9.744
290.498,25.004
140.196,-8.748
288.603,-1.521
247.914,-14.941
265.755,-32.865
50.334,-12.884
225.9,-8.27
85.654,66.902
108.465,-12.535
173.791,-32.482
182.85,-1.077
219.571,-26.79
176.247,-59.032
347.021,3.033
82.513,-21.552
20.695,55.206
240.112,-31.209
213.159,-0.902
225.093,21.596
58.508,-68.894
34.003,-67.122
64.441,-64.319
244.424,-11.221
32.054,-34.434
235.994,-17.453
294.533,-23.757
143.167,-2.354
221.614,-15.77
235.807,-60.345
359.246,3.157
312.111,2.568
15.273,43.39
40.522,49.743
182.087,30.559
232.356,61.191
297.377,39.459
321.782,-27.919
273.67,35.069
79.873,-0.538
209.596,-25.608
166.776,-57.066
81.213,-66.729
266.551,-74.694
53.883,-30.537
152.711,3.497
208.042,24.504
42.349,-11.218
93.241,-26.183
129.921,-41.547
59.264,-35.857
182.096,-6.165
92.392,-11.647
54.205,-27.352
314.894,-22.375
168.585,50.391
275.685,25.233
75.392,6.041
190.777,-5.765
162.804,45.673
235.314,-11.387
149.852,10.8
171.117,48.364
147.075,35.28
16.681,-52.958
161.267,-66.602
236.117,11.732
59.028,-70.593
184.147,22.214
115.354,-15.983
299.813,21.056
69.012,-25.557
169.959,-69.258
259.722,-49.367
229.314,-4.983
272.872,-45.462
329.252,6.775
9.382,-19.761
224.441,4.955
85.125,-8.9
246.679,-36.729
227.496,24
197.512,-9.962
268.872,-7.26
82.533,-56.242
97.981,25.136
332.547,30.396
160.671,-38.635
264.503,61.28
106.159,28.692
218.121,30.538
127.72,-49.612
256.276,-2.39
203.666,-50.887
90.645,26.247
104.63,-64.841
119.584,-34.709
138.028,-24.955
137.484,1.515
309.881,33.222
257.813,18.049
143.097,-45.748
350.377,76.68
339.975,12.657
209.634,-11.001
323.811,22.633
64.67,45.886
112.077,-53.575
38.383,-6.611
186.047,-83.543
31.614,-32.6
127.909,1.53
351.225,35.589
334.588,1.407
56.571,-39.477
168.537,18.755
285.09,-28.422
134.459,-19.644
102.327,-15.309
20.48,-25.399
61.087,46.926
96.276,61.226
132.291,-12.746
210.618,51.864
336.23,-26.422
46.161,46.561
315.734,-10.49
58.627,-45.893
353.879,-9.243
59.255,18.785
198.193,-45.536
278.105,-30.582
331.459,-25.371
10.38,-23.829
267.848,-39.73
280.161,-24.153
118.292,-2.5
74.441,13.519
261.4,55.231
230.516,-80.6
327.303,4.905
229.827,-11.436
344.148,-32.965
157.823,13.295
262.271,11.64
77.66,-36.255
337.496,-51.721
354.028,-0.274
255.386,-61.875
302.391,-27.311
36.506,2.661
259.127,-36.513
229.292,-56.305
225.912,35.199
344.431,51.98
332.497,-41.054
167.326,-3.999
183.381,47.202
358.292,-11.876
13.071,-37.798
148.614,64.348
123.734,-44.556
187.844,-5.737
286.879,-6.785
40.776,23.206
219.556,-56.806
20.704,-6.063
152.715,16.799
240.836,-54.649
130.321,-7.323
63.594,3.205
105.799,25.16
183.566,-41.87
230.597,10.202
191.478,-70.601
232.476,-63.382
131.663,30.156
239.298,54.954
258.553,11.985
231.301,3.184
304.753,-11.277
75.584,36.841
332.866,-25.102
29.167,-58.235
212.631,-10.06
93.865,-34.886
95.576,15.609
12.603,54.809
279.171,-5.792
41.592,65.12
154.436,78.619
235.378,-2.583
101.051,-52.207
118.841,-68.648
168.294,-18.161
184.876,-28.864
336.011,-38.642
18.292,32.092
156.458,-2.227
195.06,39.156
43.445,-38.448
313.664,-34.363
342.132,-6.628
35.15,20.973
340.797,-18.769
73.505,-9.946
125.414,-8.641
15.337,-31.889
251.546,-30.68
25.618,36.732
345.068,-40.577
194.024,41.748
281.911,35.887
354.352,-46.82
169.193,-30.52
311.973,-49.426
287.344,-18.935
116.445,56.522
322.615,-31.227
66.719,-64.371
28.019,-62.257
124.303,21.483
150.017,9.835
305.6,-56.117
254.146,28.223
317.538,-17.39
280.283,-13.018
55.029,34.548
79.664,-8.965
42.344,-35.777
14.535,67.517
347.343,66.299
350.298,2.603
226.224,-70.703
196.53,31.539
196.33,-33.303
44.696,31.192
222.365,10.72
41.241,5.933
309.203,-49.95
62.168,-42.998
337.54,-6.936
332.398,-12.718
269.605,-11.788
298.755,-17.662
48.193,17.498
163.176,-56.205
106.506,-64.76
35.944,-14.468
184.364,-6.424
44.962,21.898
320.966,61.732
14.494,-20.351
344.937,-0.619
238.355,-2.223
187.092,-30.675
43.669,50.546
112.569,28.867
263.348,10.222
125.361,-46.351
304.047,70.562
218.569,-38.035
220.538,-64.658
308.846,0.69
249.403,43.867
190.933,20.103
179.274,-14.386
134.78,1.044
205.159,-29.932
43.181,-1.385
148.643,-5.477
46.584,-2.226
311.717,33.451
239.407,-48.221
255.273,-14.785
146.129,-36.817
199.511,-19.844
209.073,-17.197
297.877,15.75
22.962,-44.693
202.107,-22.279
248.315,-79.773
14.555,-47.891
242.645,65.351
116.839,-21.866
285.192,-42.803
324.745,-4.992
246.032,-29.949
332.688,5.769
203.264,49.914
5.415,-86.525
197.903,13.547
258.482,-18.796
240.638,0.741
31.892,-41.985
163.943,-15.71
139.758,-15.851
183.736,-43.038
352.124,64.618
230.166,-36.057
143.385,-51.094
193.548,4.136
3.083,-22.014
271.546,-77.29
160.223,15.554
163.211,-47.284
59.89,-50.322
43.874,-15.463
282.022,-3.32
111.252,-4.703
109.558,-25.755
258.397,-8.414
42.976,45.963
123.861,-37.087
243.421,-60.65
20.889,27.133
196.527,46.505
117.153,58.186
270.624,67.322
209.653,33.849
237.372,38.87
29.01,-17.105
150.415,-24.91
263.766,-17.038
357.322,-26.949
292.909,-29.148
55.422,-34.318
5.544,41.936
239.812,-20.174
179.652,-13.495
90.381,46.409
354.083,24.844
91.643,-71.095
289.816,-62.157
144.754,2.997
218.548,-28.365
235.425,13.509
248.009,-1.006
300.885,-20.519
279.616,-1.515
191.317,-79.149
226.989,7.623
241.704,42.778
144.257,49.896
218.12,-51.523
40.695,-54.395
253.207,-40.276
104.648,17.692
32.306,-29.775
280.209,5.988
198.144,-48.55
241.466,52.549
314.109,-2.537
109.326,-62.777
326.359,-48.333
212.837,-64.318
12.955,-51.926
91.964,3.968
139.356,-3.973
303.356,-25.881
159.667,17.422
337.689,50.374
63.022,64.104
67.809,-16.456
262.042,-40.22
290.734,-75.613
110.499,10.9
81.107,-15.396
240.642,-35.828
16.008,-0.251
200.286,-27.967
238.625,8.534
254.435,-16.811
17.563,-23.86
184.811,-40.1
238.115,-77.284
299.558,-3.217
77.472,-21.574
247.75,45.504
8.454,-7.111
333.386,23.997
147.803,-17.304
281.347,71.707
327.523,1.902
261.303,22.201
326.634,-22.391
245.176,-56.801
283.04,0.3
288.734,-59.247
358.792,-73.218
246.154,4.359
173.981,28.914
214.557,-55.624
56.084,-57.077
334.931,20.567
308.628,-35.777
233.844,-47.686
53.734,-0.199
62.082,37.887
136.048,-33.039
136.86,11.998
311.827,-23.325
191.901,-0.355
95.055,-12.74
273.361,61.857
233.208,11.955
167.266,4.49
91.877,4.567
352.194,-17.314
303.584,6.065
298.924,20.304
15.949,8.933
15.068,25.121
153.238,-32.578
247.596,-31.504
43.854,-67.838
70.829,-72.458
188.158,-35.505
14.656,-42.403
204.549,-66.213
67.219,-35.733
151.894,-26.741
90.709,-22.976
222.25,-77.561
164.821,19.181
357.538,-38.484
242.24,-27.965
171.554,-42.496
94.861,-27.413
16.927,-36.314
154.404,49.128
272.518,18.453
327.42,-15.745
113.001,-26.825
210.755,13.441
184.836,0.12
90.109,-34.31
306.125,-34.532
