RA[deg] Ê Ê Ê,Dec[deg] Ê
72.345,-37.625
295.126,-27.805
342.332,-39.761
68.674,-63.78
357.571,-40.206
180.543,-36.278
231.073,47.502
325.817,-3.81
245.717,21.983
275.749,16.048
134.036,-27.692
65.679,-30.978
71.386,-0.028
179.888,-30.667
207.031,-85.098
182.591,44.281
146.74,-7.232
310.666,-9.331
123.128,-23.961
225.769,-35.052
23.187,-9.157
167.875,-22.095
9.583,6.113
56.091,-39.285
41.752,-29.093
164.436,22.777
16.435,-57.565
357.959,5.713
342.226,-31.195
267.587,-52.009
176.991,35.425
282.236,-2.162
269.386,-30.717
36.045,-47.276
157.946,19.775
337.523,-26.226
357.604,-75.984
209.818,10.269
285.779,-13.199
159.086,11.317
22.254,6.331
126.956,-48.129
28.565,7.496
81.779,-20.166
100.433,-31.087
101.262,20.992
264.563,-11.744
258.598,-39.353
64.208,18.457
144.678,6.306
86.264,12.78
252.789,65.482
84.312,-46.276
216.964,53.147
257.551,-27.886
48.924,71.316
122.693,6.285
170.977,1.143
52.628,-72.855
233.155,-74.549
119.566,18.214
105.752,-9.321
77.316,43.618
82.227,26.231
308.803,-56.42
201.11,56.863
138.861,-22.029
356.261,31.396
341.356,57.293
211.665,65.439
207.521,-70.077
236.985,60.661
218.655,13.676
184.09,-61.557
86.615,-20.842
270.852,-60.687
184.818,-22.101
140.116,29.634
334.587,10.11
312.682,18.623
123.609,-9.953
166.703,-65.6
240.459,71.471
190.392,22.049
49.231,56.439
295.413,-54.999
94.057,43.947
137.908,-24.788
320.886,-33.22
236.323,14.641
317.697,2.586
297.491,-54.969
280.982,12.136
116.473,54.79
33.322,22.158
236.605,-44.619
18.595,-29.596
247.3,-27.175
175.403,-50.833
228.963,34.524
139.671,-28.316
276.9,-8.783
47.873,-7.426
308.395,-65.512
90.772,-36.23
67.915,8.663
274.55,11.671
254.645,-53.613
26.113,-24.099
164.836,67.456
72.112,-43.681
95.58,-31.482
323.914,73.956
337.932,-32.773
137.557,-1.278
273.018,44.211
356.835,-43.202
36.729,-16.668
279.763,-41.123
133.444,13.827
318.938,2.221
180.084,2.273
304.197,46.857
164.961,-45.81
161.339,-20.322
327.446,34.106
354.12,-21.105
137.513,21.58
115.116,-66.092
150.216,-53.503
209.702,-34.512
72.648,-15.966
103.376,-32.215
273.583,-56.253
97.892,-12.136
324.508,7.472
188.762,10.2
173.495,20.579
88.286,-88.957
195.456,37.581
68.842,-16.047
150.24,-1.735
213.391,26.847
49.346,-28.57
22.504,-45.964
352.557,-20.552
88.028,52.598
279.924,-21.462
163.913,-20.896
135.195,4.423
269.483,40.589
118.879,1.291
77.654,61.684
109.224,42.091
102.116,25.089
94.019,-30.476
240.252,7.944
2.361,-45.851
178.557,39.263
251.423,-33.745
307.691,-0.482
201.168,44.275
72.548,-55.311
135.554,4.619
253.442,2.15
42.619,-31.196
334.967,52.506
205.082,-18.532
44.578,-7.227
300.627,9.828
308.246,0.548
236.268,-38.695
264.532,-5.55
289.763,-9.646
334.823,40.09
28.621,22.63
352.008,15.137
227.434,-24.35
333.659,-30.983
3.612,23.659
206.911,-54.874
343.654,-53.3
103.133,-5.285
54.021,48.304
127.304,-28.427
280.475,-53.313
55.23,5.231
115.181,4.99
293.438,-5.019
238.361,-59.405
296.743,-9.896
347.118,16.447
245.972,-4.711
354.617,8.955
262.939,-68.098
124.831,28.457
74.135,3.072
216.689,6.979
98.924,-32.074
108.113,-21.388
149.216,-27.488
81.512,-65.294
117.433,50.502
182.479,6.134
54.749,-1.148
3.588,-61.977
302.399,-10.647
248.837,14.768
2.164,-34.958
178.502,23.179
314.161,-77.489
235.948,-25.028
282.873,-4.88
221.426,-31.119
343.326,-6.503
96.875,-52.71
44.005,44.57
98.387,-45.113
118.829,-56.862
254.444,-29.892
161.953,-66.278
288.113,9.14
79.128,-62.858
280.169,22.46
299.273,15.874
190.382,-42.48
167.921,15.5
312.124,4.157
2.067,-29.184
68.085,68.649
25.657,-13.173
190.484,20.049
283.42,-61.785
157.045,67.57
146.284,6.285
153.759,-38.51
202.911,61.31
12.079,45.186
191.212,-11.45
30.484,20.684
250.379,-28.909
76.762,-0.907
261.789,-44.167
323.96,-56.246
235.825,-45.209
63.604,-58.043
46.539,12.917
33.811,32.556
93.729,-53.775
201.6,-25.679
228.414,10.41
184.696,-48.688
119.517,-10.047
347.8,42.572
158.377,41.251
286.223,31.053
173.905,-29.057
14.788,-14.836
65.511,9.345
119.656,23.41
325.666,-66.833
299.276,10.063
45.173,-54.302
274.109,25.804
91.414,-9.825
225.059,-66.105
325.851,-9.288
253.754,47.621
143.041,-50.647
313.772,42.048
307.774,-73.044
68.614,-30.855
213.443,-67.441
94.139,63.936
337.161,47.043
113.932,-31.69
44.543,-17.587
47.051,-21.106
355.175,44.619
92.315,-11.707
311.07,-62.804
20.9,14.073
218.368,-32.943
358.307,62.454
256.817,-3.338
66.083,32.292
37.9,43.448
106.318,-14.442
91.889,-70.257
188.262,67.18
322.472,-18.591
169.471,-3.099
281.955,-70.803
260.612,18.139
195.539,-7.744
46.046,-65.799
102.069,49.69
115.521,-47.7
353.358,53.802
206.237,-43.646
9.352,50.767
274.898,3.599
141.579,61.72
28.417,-30.819
252.319,-68.858
208.704,-6.547
113.839,-53.595
16.769,-68.606
280.715,-0.732
334.953,42.961
101.925,0.679
155.101,9.414
184.044,-25.855
312.487,37.21
333.65,9.521
201.977,4.319
193.118,8.669
186.574,-43.925
53.186,-68.012
118.361,-54.267
357.994,-12.605
57.807,5.779
245.11,-36.515
243.262,37.368
329.683,20.195
145.029,-9.399
201.629,14.061
284.037,-47.473
294.232,-15.64
329.431,-70.203
21.173,5.399
144.576,63.862
324.482,4.017
93.956,-30.334
225.211,49.495
130.487,-3.721
92.751,-38.94
53.338,-43.434
330.954,-27.346
261.642,-46.785
299.126,-45.448
179.382,-14.717
239.938,4.833
182.516,-76.016
215.926,37.427
299.756,-7.931
24.76,-5.872
297.041,20.99
205.826,-7.934
244.011,-45.444
99.858,35.049
222.645,62.711
262.634,45.443
60.064,-9.316
251.154,-47.872
113.333,35.067
99.52,69.876
338.459,52.535
311.539,67.074
298.474,-48.818
255.523,-0.121
21.657,-23.799
193.826,53.596
323.469,47.415
276.302,-55.26
30.737,-84.175
137.183,57.565
43.908,14.045
301.691,-23.048
308.011,-4.502
143.266,1.893
230.308,-4.479
322.308,-76.633
65.267,-48.416
215.338,-18.317
258.4,16.229
138.185,11.392
135.162,-37.71
195.283,27.644
176.495,-6.533
243.076,-1.159
265.55,0.751
329.929,65.096
279.333,-41.7
76.508,0.888
66.2,24.111
261.807,-0.622
89.077,4.45
277.148,-74.02
107.565,-35.032
278.633,-33.481
71.023,35.41
282.826,1.307
245.036,6.593
124.309,7.956
138.12,-1.673
60.163,36.417
131.11,-22.687
246.768,28.43
305.687,-30.066
161.841,-0.537
284.845,-37.922
242.273,46.595
12.265,21.717
96.942,-33.737
71.055,20.365
183.571,-18.3
247.165,-18.145
314.942,3.79
217.516,4.492
196.293,59.776
40.255,-31.97
32.203,-74.712
321.268,-74.038
120.951,-19.949
155.579,-16.387
144.556,12.515
186.81,-31.802
324.858,-2.432
81.585,34.054
308.317,20.975
306.462,-42.521
188.685,-33.946
4.976,35.94
24.846,56.355
155.831,-69.492
176.895,13.625
172.751,-39.616
41.267,-7.58
251.919,-46.567
349.218,-9.349
3.58,45.259
354.656,52.922
178.781,-77.652
305.401,-34.612
339.836,-54.966
149.888,-42.359
85.003,2.362
59.995,-36.42
72.828,-3.333
213.886,35.851
105.758,-0.82
275.27,-36.179
180.928,-52.408
116.459,-13.614
115.584,7.191
88.035,3.78
95.112,-57.609
291.741,-78.117
170.821,-15.919
160.933,-20.304
300.679,19.143
46.363,-18.317
92.072,47.327
116.442,37.656
67.293,-10.931
24.777,-74.123
116.076,70.953
117.842,-55.95
281.787,-28.524
83.774,-1.581
167.98,-26.167
281.624,5.455
125.552,-51.34
311.642,-2.942
241.854,-52.542
134.088,23.874
254.872,2.661
305.638,-33.612
356.192,-48.595
151.203,-1.132
150.756,-11.701
272.929,-50.858
212.646,-26.901
150.193,-20.747
40.544,-5.59
217.162,50.439
19.595,-63.501
178.992,-36.521
323.14,-38.716
192.318,-41.235
126.335,-22.048
124.559,-14.34
208.956,-58.481
103.682,0.374
225.465,65.398
236.255,3.881
239.034,-68.417
2.78,-41.738
223.563,-37.102
116.195,3.743
32.196,-3.939
193.208,-38.964
334.716,-8.863
58.492,14.009
128.456,-9.704
117.321,-13.088
306.398,20.051
131.297,-6.772
305.201,74.338
88.915,6.619
83.05,-18.085
70.662,-47.386
116.775,2.882
232.07,-17.711
99.111,6.404
149.149,-11.382
68.666,20.982
297.311,8.634
235.714,-22.974
321.748,36.687
335.567,33.285
300.668,-61
80.691,-67.951
40.397,-20.55
284.348,-10.629
129.897,12.461
96.725,40.31
149.117,-14.311
9.654,38.309
2.422,-44.097
312.369,-17.012
245.863,-30.079
21.396,4.289
121.772,-27.365
69.649,-12.055
112.046,-35.469
196.105,-5.021
242.411,-44.957
68.268,-1.83
237.356,20.45
191.483,39.127
115.109,-4.828
230.636,25.629
37.706,-11.268
54.198,0.032
319.63,-9.804
33.308,-17.382
197.24,-42.947
358.303,-43.673
196.607,26.132
82.2,10.071
140.361,-46.46
139.519,-69.438
333.902,-11.549
111.608,-45.677
327.975,5.269
14.089,60.715
298.005,1.113
37.2,-4.335
81.305,38.92
186.745,-3.897
29.95,-9.795
241.554,-48.833
63.799,-21.125
308.881,-46.082
3.427,-36.88
220.94,12.374
176.087,73.779
269.147,5.033
72.651,72.584
4.069,1.359
289.698,24.323
348.905,41.268
294.364,-6.161
253.971,6.629
173.274,43.24
174.107,-41.442
37.417,24.62
16.477,59.598
318.591,-24.929
160.529,-88.798
279.654,-30.836
229.724,-51.026
229.627,16.327
77.217,-41.864
212.87,27.837
155.413,47.646
8.475,15.133
274.648,-36.114
97.167,-55.649
282.193,-17.277
144.185,-16.713
221.678,-36.736
178.102,38.193
171.89,-75.108
228.994,-45.386
297.015,15.953
86.897,-28.917
340.905,20.871
11.856,-39.598
150.852,62.49
263.537,15.597
147.161,3.956
157.747,41.827
243.406,59.921
165.812,-22.437
296.757,3.929
46.293,-66.465
352.442,32.231
158.818,-65.767
305.937,-65.72
254.629,-78.43
280.454,-17.014
9.543,-45.965
322.813,25.085
73.22,-24.645
153.384,-35.743
265.372,-29.39
283.681,-41.004
208.75,-2.061
189.769,-70.933
40.825,-6.226
72.703,-9.143
153.964,-19.676
283.272,-26.134
22.661,17.1
287.23,-23.778
109.513,-13.452
228.106,-10.35
127.699,49.013
202.875,-1.48
296.201,-52.874
102.079,-22.955
77.242,2.008
262.765,38.825
74.518,-37.208
92.595,-37.282
238.954,-0.664
77.953,-28.68
162.376,-62.7
293.759,21.081
307.512,-22.133
280.524,-50.959
9.533,-7.33
299.811,54.142
230.629,4.117
82.573,0.294
40.482,6.989
325.243,-67.65
254.704,10.24
70.986,-1.56
293.314,-0.677
355.59,-10.079
115.775,23.105
308.246,54.116
263.851,12.869
280.423,-68.393
109.66,-70.984
215.116,-32.286
204.725,-26.264
120.496,-2.107
58.289,-11.646
39.265,43.702
131.878,66.684
22.051,41.803
68.907,-6.65
146.957,-3.741
4.17,-50.809
110.148,-18.142
207.119,-32.023
85.08,-67.031
175.159,35.073
255.372,-19.706
53.082,-19.237
350.213,-23.854
355.551,-39.391
282.246,-15.135
92.567,33.474
201.56,-26.35
224.192,28.814
70.217,-1.171
281.363,-21.737
216.421,-61.281
125.303,6.998
160.891,9.347
81.958,24.869
58.152,42.312
276.781,52.695
61.947,-21.952
112.086,-31.245
232.921,0.264
179.443,-26.805
178.237,-26.022
302.224,-69.145
338.764,-27.509
44.758,-51.714
104.51,-34.229
167.367,-20.208
77.755,67.623
242.986,-2.417
163.095,4.541
64.124,4.835
273.101,-70.54
285.711,-33.153
261.258,-7.444
129.455,15.851
170.96,-23.021
97.56,45.815
188.201,-55.699
13.177,-24.6
211.947,-59.804
358.786,-11.652
150.236,27.353
166.945,-48.069
215.932,-13.54
131.18,0.25
45.41,-75.9
32.586,17.8
52.409,-20.569
259.215,-22.661
192.677,12.41
219.831,10.528
204.64,-17.144
38.031,-2.629
59.099,-72.437
20.226,-28.35
110.654,-11.568
320.804,-17.234
44.96,23.006
315.306,-18.732
93.271,-3.226
79.784,39.556
64.497,-3.386
204.9,-55.064
93.21,-26.579
92.449,-8.48
275.636,-11.322
341.116,-3.752
120.44,16.388
251.83,-16.664
38.863,67.399
25.504,23.902
350.081,-53.847
268.196,-84.362
291.906,46.14
113.05,-52.642
228.534,5.323
128.143,-43.713
314.89,-22.574
173.439,16.643
167.867,-17.051
32.465,-59.307
59.948,63.962
42.43,-12.843
258.499,-48.728
34.445,56.747
120.841,-1.587
99.518,-1.023
11.466,-66.559
231.732,58.219
308.307,-11.995
352.888,-23.904
111.218,-0.094
91.525,-11.673
293.663,-37.19
30.868,-5.031
75.62,-16.497
171.444,-25.741
279.231,49.686
115.237,20.78
351.667,33.385
218.449,-5.315
219.043,39.141
320.63,-34.721
37.926,-35.458
355.281,5.792
59.084,-43.989
283.779,-22.95
289.776,-32.369
231.883,58.119
290.125,-5.476
122.721,-4.733
166.661,-39.876
328.164,-29.959
85.171,42.994
265.852,-75.826
53.938,50.957
245.198,49.575
145.812,7.038
196.138,-16.101
268.743,1.114
289.907,-31.736
161.289,-51.538
330.49,-31.208
287.715,-42.177
193.152,-6.947
301.734,-17.443
349.605,2.784
284.041,-44.544
329.722,-50.772
237.79,-27.93
341.809,-3.22
83.214,-24.354
49.12,-8.292
314.866,-23.217
330.048,-39.453
148.316,-7.297
337.769,-53.143
286.675,7.036
21.566,-13.457
25.336,-51.071
311.4,-6.123
333.638,-8.552
123.022,-22.671
29.181,19.404
26.349,-15.777
349.421,-36.229
47.827,-45.329
359.558,14.059
285.582,-58.881
5.338,-51.698
256.327,56.954
332.241,26.524
336.233,-20.501
79.01,-63.553
202.604,-34.658
136.923,4.295
209.772,-12.018
214.038,16.196
52.484,61.339
120.23,-44.78
107.437,-23.719
42.939,-9.377
196.478,-17.591
45.057,9.284
352.868,51.847
229.691,-40.627
343.635,-79.452
120.685,-63.128
329.565,2.216
200.5,19.161
282.791,-74.295
306.367,-55.545
194.473,6.162
188.875,37.203
51.392,-47.359
180.124,-12.023
23.543,-13.43
323.681,14.877
314.447,7.564
107.848,73.597
58.054,-4.329
122.998,25.851
167.052,-10.842
309.927,30.251
211.415,-16.346
253.926,5.19
329.107,-85.691
68.604,-38.235
88.711,70.772
29.466,-47.557
283.091,49.733
137.424,-26.563
312.754,26.673
351.974,-10.728
169.11,-14.94
70.745,-80.575
285.835,38.603
254.971,-12.946
69.385,-79.125
318.852,53.808
48.314,-38.008
81.979,31.009
183.489,2.615
220.342,-32.403
144.751,-6.266
147.735,3.526
207.185,-14.181
293.13,-45.703
303.218,-74.634
347.016,-68.526
266.738,47.498
95.924,-42.463
131.691,-55.56
28.354,-43.812
217.522,10.574
309.398,-43.121
225.277,0.985
78.993,-26.228
245.223,17.522
327.052,-35.023
9.958,-23.292
63.917,-81.566
168.662,65.425
359.485,-70.833
242.888,7.024
20.289,-0.381
93.205,37.068
84.848,-18.38
232.078,-40.431
39.567,12.663
358.455,1.731
118.623,28.862
42.42,2.188
211.367,19.117
286.697,8.09
359.672,-27.47
80.551,48.936
67.246,10.825
114.915,12.841
163.777,-10.679
196.37,4.73
264.276,62.043
98.594,31.565
119.307,46.411
89.037,12.884
222.956,-1.942
189.817,9.399
18.826,-48.568
63.319,27.628
72.281,-68.767
221.065,-18.639
109.655,-59.029
262.951,-37.972
221.857,-49.946
353.471,-37.445
22.73,-58.349
179.955,-35.976
81.632,-16.015
341.511,35.753
46.807,8.78
106.501,-12.538
256.869,2.391
125.41,16.118
286.56,-22.632
31.878,-68.155
334.062,-1.607
188.873,-12.074
150.722,39.029
95.75,-11.856
54.183,8.367
222.144,16.119
55.778,6.298
256.377,-12.751
254.277,19.261
133.754,-31.717
311.469,-39.299
297.159,-31.725
224.769,6.571
311.561,-36.62
217.68,-17.901
12.156,6.164
130.654,44.033
314.289,77.454
96.199,7.587
242.046,3.662
81.453,-14.434
235.206,-11.794
96.464,4.281
270.563,32.867
82.395,-9.865
10.668,-16.996
148.128,-30.555
155.475,-12.776
286.12,-28.338
272.486,52.833
111.055,-60.859
20.505,35.851
294.434,-11.559
326.155,18.327
99.502,-14.385
334.785,32.42
142.089,14.445
294.865,39.704
316.953,10.071
344.481,4.238
317.22,-2.082
185.836,-36.489
349.879,26.873
226.809,-58.985
207.061,-35.246
135.278,15.679
107.878,-39.041
333.984,12.434
106.115,67.085
333.416,-61.292
130.699,-34.438
13.369,23.342
134.859,-27.942
306.903,-7.867
153.201,-43.672
149.53,-4.541
299,12.873
272.955,-72.513
33.218,8.017
137.637,-87.797
171.182,-43.67
159.282,-65.064
42.232,52.759
85.064,4.628
174.103,-41.908
144.945,-7.462
243.521,-48.256
20.715,-4.051
52.685,-10.316
35.378,-37.017
113.497,-22.244
22.151,-15.827
205.748,-25.005
175.926,-19.864
300.794,35.49
259.77,68.876
173.436,-8.648
309.979,-35.417
219.391,-47.754
344.894,-26.098
161.148,-43.226
258.871,-13.528
34.089,-13.266
336.467,21.537
268.55,4.804
343.309,-0.718
17.648,13.37
203.263,60.397
267.808,-61.291
136.169,12.429
165.428,-7.337
148.83,50.29
31.833,14.841
300.162,63.112
282.744,-33.434
71.42,-22.571
1.363,-46.444
264.294,24.269
302.764,-22.649
105.735,-45.442
63.007,-67.555
71.935,-4.67
111.621,-25.69
177.194,-64.736
110.493,60.969
260.518,0.072
171.762,-8.261
244.189,34.092
113.253,-63.944
163.923,-56.082
199.66,0.511
197.895,3.012
289.241,61.346
318.847,-14.872
82.117,76.73
355.384,12.078
155.257,4.482
39.471,-37.954
336.954,-35.909
115.647,-47.47
181.463,-50.945
282.142,6.495
245.338,0.045
140.005,-5.894
241.324,-62.873
47.316,-74.597
218.992,25.021
101.361,10.204
313.186,-50.316
318.72,-26.376
216.696,-0.572
327.395,-30.427
170.552,17.026
358.131,-24.123
306.061,66.727
160.766,-76.704
221.388,41.347
273.858,19.952
329.875,34.831
192.702,19.173
276.171,47.675
126.442,-16.239
7.33,-18.622
32.791,-27.567
120.127,-56.147
77.849,52.82
195.693,-72.45
330.738,7.767
205.067,-59.183
9.781,22.399
201.623,74.772
353.053,-1.524
270.963,-42.408
149.84,6.477
55.703,38.529
294.108,-22.309
75.167,-21.515
322.205,-55.959
119.922,-58.804
353.465,49.616
241.619,-71.164
257.403,-16.206
258.997,-11.859
324.078,-39.727
71.755,36.058
154.629,-17.074
52.405,11.778
87.62,-60.608
32.523,-25.145
350.819,-15.811
288.115,37.849
169.882,-16.238
252.684,28.026
54.294,23.678
127.139,-2.176
240.398,1.484
56.564,-79.019
305.34,-34.653
38.176,-44.171
66.983,6.705
202.533,-9.081
227.104,-6.047
287.805,5.62
137.948,-18.646
164.518,-29.022
106.171,15.507
31.289,-27.111
171.27,-41.579
258.262,-27.401
260.255,66.666
238.83,28.887
352.985,-3.927
30.714,11.79
300.916,-21.733
353.446,17.235
220.84,3.627
281.451,-59.447
268.202,-20.516
186.081,-78.149
174.63,-64.682
148.644,18.761
287.955,-7.136
25.08,13.803
64.726,-53.231
67.213,-11.638
143.77,-45.009
100.24,74.955
114.479,4.223
161.501,69.005
34.894,-17.252
48.677,21.18
99.054,-54.398
57.648,26.023
95.946,44.614
334.553,-36.503
41.552,-6.134
286.274,29.428
114.009,-1.798
293.386,18.016
108.841,-26.332
43.526,-38.1
289.512,58.815
47.99,-62.095
6.432,-58.699
277.37,5.804
204.486,-30.973
161.397,-36.399
26.53,-28.443
279.896,46.048
314.875,-29.423
343.701,23.29
282.225,-36.634
247.524,-31.132
146.619,-4.121
124.009,-4.237
345.496,68.785
310.569,30.882
204.177,52.881
145.946,49.683
296.604,-3.19
67.952,-41.417
175.2,8.203
72.83,-59.494
237.481,-34.092
229.02,-40.047
293.785,-23.134
168.45,-50.144
48.087,-30.344
202.89,-26.188
325.042,-40.922
224.474,-19.552
339.59,12.198
74.715,-18.743
114.064,22.89
201.087,0.269
252.59,-16.782
224.555,-16.012
117.491,-68.859
123.412,7.18
275.959,-39.97
252.293,-26.614
236.535,-7.302
98.603,10.077
62.624,-34.322
213.022,-39.333
48.197,-11.601
17.695,42.84
27.406,15.353
262.528,-4.893
211.276,-0.381
305.496,-9.502
282.656,-75.014
33.85,-53.648
135.031,-44.407
38.766,20.441
344.501,-12.029
58.811,-34.894
22.538,-48.188
328.34,-4.191
162.595,-29.775
253.581,-43.813
317.32,3.778
81.808,56.714
136.031,-4.023
163.465,-30.502
327.387,-8.787
69.435,-16.458
141.615,24.814
174.955,-42.325
57.774,-52.593
158.283,-25.104
248.552,-69.791
330.821,-82.122
206.269,-14.69
273.848,17.036
309.866,-15.945
332.193,-67.953
186.044,42.56
218.871,-38.6
46.698,5.376
173.645,-64.126
302.316,14.287
143.93,-35.06
55.85,-56.095
141.594,-10.368
102.787,-31.901
32.846,18.841
227.257,12.239
260.435,22.77
159.983,-54.484
351.865,-18.446
278.699,-54.887
76.277,15.793
105.287,-28.733
278.365,4.268
231.355,28.238
17.225,48.631
285.165,26.53
174.762,-0.603
180.159,-12.6
269.53,1.295
188.99,-5.666
346.967,-22.97
6.521,-46.921
5.411,-18.624
270.217,29.903
192.988,39.194
222.562,-20.189
54.279,-6.531
210.901,13.062
269.756,-36.796
38.445,-19.343
117.432,-54.22
79.134,69.389
350.651,-17.251
185.161,-45.463
175.072,-43.282
271.944,-13.03
30.446,14.131
321.444,-60.571
281.999,-22.68
163.191,-3.321
183.368,-56.99
118.108,-10.434
172.578,-1.661
232.563,-60.331
161.751,-1.975
294.288,-28.864
193.914,16.083
132.003,5.323
90.119,-16.081
57.462,31.445
102.577,61.754
183.782,-8.892
53.712,-57.33
287.591,-43.014
77.148,-57.342
109.479,67.276
208.909,-57.98
181.775,3.979
88.451,-31.089
3.254,37.974
176.472,2.09
127.517,18.967
230.064,41.993
277.068,-31.086
261.733,18.573
58,-51.486
77.741,-41.424
126.741,-19.989
50.11,7.725
283.27,34.455
111.358,-41.394
229.244,40.016
90.335,-45.767
243.46,33.414
122.234,-52.853
108.983,-1.127
80.692,-49.752
257.744,-2.896
148.055,42.115
135.775,-28.816
217.576,-62.564
53.5,-8.131
336.602,-13.584
292.832,-5.702
95.142,52.456
292.305,-43.23
140.551,2.767
130.721,27.659
331.586,-2.624
127.112,-5.257
110.831,-33.934
293.94,-59.876
342.883,-6.349
320.024,-25.268
322.787,-1.786
52.955,-56.243
71.115,-38.98
36.186,-22.249
38.146,2.775
107.258,-69.156
71.177,-34.474
33.557,27.816
259.332,-34.507
259.324,41.237
47.987,-2.215
183.918,-27.175
229.731,-49.043
14.756,-31.228
44.474,-50.692
7.603,28.559
18.1,-10.722
268.648,-74.983
11.991,58.906
221.02,-2.026
338.279,14.492
344.365,-18.213
233.05,19.782
75.715,45.102
201.001,-73.345
204.544,-22.543
91.677,57.4
84.985,-1.64
196.641,-44.118
202.435,-25
163.41,25.138
112.279,5.251
7.621,-61.572
192.214,12.455
331.63,-27.877
235.504,-59.296
230.743,-49.878
68.186,-27.44
199.555,15.858
78.762,-57.074
325.29,0.886
14.972,-48.413
282.672,71.706
313.573,36.307
82.842,-63.512
151.643,-64.084
170.729,9.127
302.163,50.787
313.527,71.906
12.604,14.599
98.978,-68.493
31.914,-3.982
251.034,-9.305
87.357,-20.205
312.161,-30.317
163.995,9.377
144.538,12.296
201.053,34.573
2.191,3.211
166.244,-39.545
243.619,-26.419
179.941,-38.608
54.683,3.45
193.533,13.644
124.591,-44.96
119.07,-9.429
105.883,-12.413
330.282,-20.163
184.528,-29.277
44.331,-0.82
239.349,-5.258
298.992,-0.205
332.93,-17.933
53.665,-2.947
161.377,66.233
273.522,28.515
11.181,-40.161
219.536,52.451
342.764,-42.878
256.79,-22.32
54.659,-22.042
282.591,15.502
113.773,-10.147
118.554,-74.013
157.254,40.414
310.32,-6.84
148.31,-15.993
39.379,-23.8
303.281,43.044
350.291,15.753
248.572,-41.894
308.021,-33.632
331.323,-58.678
34.462,33.662
68.866,-5.528
252.281,7.644
151.447,-36.627
341.667,-18.391
270.392,21.439
289.287,-70.017
282.463,-56.286
134.592,42.04
4.199,-44.216
22.862,-68.185
339.655,-44.814
282.042,15.079
317.707,26.171
349.917,-49.494
217.695,-28.072
88.095,32.709
268.06,-13.459
359.051,2.673
130.787,-6.195
16.562,-24.756
120.703,-17.989
247.675,-13.635
339.516,-20.453
90.914,-53.827
201.721,20.883
175.795,-46.31
39.012,-62.456
76.434,39.098
146.2,-12.78
290.532,6.55
354.752,-26.575
320.156,-17.085
209.732,5.644
349.516,-21.437
323.518,0.487
352.894,-9.161
25.237,-24.741
203.934,-49.903
143.185,27.808
262.186,-40.855
217.411,43.51
95.902,-3.034
80.48,1.012
320.428,-28.823
269.536,21.272
301.652,23.812
39.874,4.317
73.09,-1.757
174.579,-18.477
71.973,10.418
69.459,23.952
313.219,65.716
21.601,-43.716
176.732,-52.914
97.96,32.391
274.37,3.379
94.271,-49.222
96.994,-11.965
322.983,0.239
146.856,3.95
331.784,-30.499
301.73,49.141
150.38,32.389
154.311,-37.141
136.503,6.595
133.268,0.273
104.847,-32.433
157.454,21.779
298.689,-7.648
143.716,59.946
57.337,-29.52
273.805,2.063
114.191,-21.306
9.714,13.889
168.851,13.53
313.188,27.839
229.573,-45.747
0.381,-68.106
68.376,-36.379
282.444,56.818
279.092,0.786
336.47,16.886
41.81,-43.377
276.173,-13.421
108.098,-47.278
109.053,-19.222
75.92,-80.416
149.463,-35.772
351.461,-28.887
0.469,-42.549
292.635,-62.602
255.443,11.802
68.716,4.077
131.093,-9.305
271.478,-14.256
41.117,24.219
132.615,-8.102
271.09,-14.041
124.111,-41.33
271.495,-1.794
254.917,1.047
95.895,-23.045
256.742,46.712
309.342,32.688
71.766,12.701
353.215,-15.388
50.587,31.406
268.935,2.104
233.931,-24.255
213.17,-14.281
58.06,42.692
245.116,-36.118
281.703,76.213
257.041,-23.92
330.09,-47.284
281.356,-43.29
65.803,-51.066
152.508,8.048
0.767,-60.808
353.935,-31.32
320.455,-4.213
45.642,-21.881
190.03,34.623
359.671,7.524
345.943,-61.595
8.78,-1.555
133.392,5.229
195.901,-59.146
242.706,37.472
154.537,1.26
46.754,-33.183
273.703,-15.877
85.473,-17.319
107.462,57.415
171.741,-11.472
152.414,6.324
16.308,8.53
19.084,-47.748
29.59,-18.431
72.632,-64.488
65.307,40.876
325.955,-26.043
227.722,-63.821
294.013,-20.065
337.717,-23.341
270.205,52.392
72.852,-34.86
256.775,37.587
142.299,11.106
149.562,47.4
257.684,-49.802
228.999,-21.178
280.368,-31.372
142.726,-38.203
231.381,10.328
97.706,-29.556
231.232,0.899
91.235,-26.312
90.451,-9.331
283.054,-62.166
290.528,26.781
120.975,5.735
202.843,-13.894
116.536,-29.019
357.159,-0.416
287.824,-10.912
145.333,4.537
123.058,-16.049
349.498,-36.444
12.459,-80.651
216.765,-29.927
248.47,-33.718
298.406,-23.066
354.715,48.018
326.935,43.605
187.245,54.525
51.761,60.598
177.265,51.53
119.446,-36.695
94.747,-47.047
354.236,-19.041
321.831,-64.353
19.082,45.373
135.257,-11.117
340.615,17.738
313.694,-24.25
345.517,-16.893
235.788,29.404
313.04,-41.534
45.933,-51.447
349.395,-50.377
176.081,-17.549
60.577,49.808
142.426,-26.973
203.787,-44.097
201.831,-36.981
305.826,-32.887
52.432,-12.042
3.158,-33.506
240.19,-35.393
80.431,12.597
10.345,-64.773
28.415,-3.346
181.081,-0.598
168.036,74.142
300.938,47.547
